VIN (1-10);County;City;State;Postal Code;Model Year;Make;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract;Descuentos;Precio Final
5YJSA1S26F;King;Bellevue;WA;98005;2015;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;44100;48;208687412;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023603;16500;27600
5YJ3E1EA3J;King;Auburn;WA;98092;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;52900;47;346556542;POINT (-122.1820969 47.3198995);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031207;11034;41866
JN1AZ0CP6B;King;Burien;WA;98166;2011;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;44100;34;205584753;POINT (-122.341345 47.465925);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033027800;9042;35058
KNDCT3L12P;King;Kirkland;WA;98033;2023;KIA;NIRO;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;48;253573204;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022702;6962;62938
KM8K33AG7P;King;Tukwila;WA;98188;2023;HYUNDAI;KONA ELECTRIC;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;52900;11;249736224;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;15500;37400
5YJ3E1EA0J;King;Seattle;WA;98101;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;44100;43;101588378;POINT (-122.335345 47.61079);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008401;12148;31952
2C4RC1N78M;King;Kirkland;WA;98034;2021;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;69900;45;150977802;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021906;24120;45780
1G1RD6E40D;King;Seattle;WA;98125;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;69900;46;157541009;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001000;24221;45679
5YJ3E1EAXP;King;Seattle;WA;98102;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;43;253374306;POINT (-122.32226 47.64058);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006500;12621;24179
5YJ3E1EB3J;King;Seattle;WA;98133;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;31950;46;123407791;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001300;8773;23177
1G1RC6S52H;King;Seattle;WA;98125;2017;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;59900;46;104243072;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000102;17122;42778
5YJ3E1EB7N;King;Redmond;WA;98052;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;218314743;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032321;18163;51737
1C4RJYB6XP;King;Tukwila;WA;98188;2023;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;31950;11;244095834;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;12163;19787
7SAYGDEE3N;King;Issaquah;WA;98027;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;41;217947579;POINT (-122.03646 47.534065);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023404;2923;29027
5YJ3E1EA5J;King;Redmond;WA;98052;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;52900;45;140789792;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032321;16682;36218
1C4JJXN66P;King;Tukwila;WA;98188;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;11;234885171;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;10968;58932
1G1FY6S07K;Clark;Vancouver;WA;98682;2019;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;36800;17;185876470;POINT (-122.5146473 45.67862);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040711;5499;31301
5YJ3E1EBXJ;Clark;Vancouver;WA;98662;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;17;303319803;POINT (-122.5918493 45.6617058);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040703;20696;49204
5YJSA1H11E;Kitsap;Bainbridge Island;WA;98110;2014;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;23;107377315;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090700;0;69900
5YJYGDEE7M;King;Seattle;WA;98107;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;36;168775190;POINT (-122.37815 47.66866);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033004702;24979;44921
5YJ3E1EC4M;King;Bellevue;WA;98006;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;41;180688847;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024905;22519;47381
KNAGV4LDXH;Clark;Vancouver;WA;98685;2017;KIA;OPTIMA;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;29;69900;49;190898844;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040904;7585;62315
WMW13DJ0XR;King;Bellevue;WA;98004;2024;MINI;HARDTOP;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;41;258225607;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023801;23013;46887
5YJXCBE20K;King;Redmond;WA;98052;2019;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;69900;45;309486383;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032321;8820;61080
5YJ3E1EB2N;King;Bellevue;WA;98006;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;41;194672656;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024704;25789;44111
1C4RJYB68P;King;Tukwila;WA;98188;2023;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;69900;11;244455354;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;21573;48327
KNDCR3L11R;King;Tukwila;WA;98188;2024;KIA;NIRO;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;11;260024705;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;16724;53176
1G1FX6S09P;King;Seattle;WA;98177;2023;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;36;230070543;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001400;26560;43340
WVGJNPE20M;King;Kirkland;WA;98034;2021;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;1;195044216;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022300;12088;32012
5YJYGDEE7L;Kitsap;Bainbridge Island;WA;98110;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;59900;23;115171983;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035091002;6878;53022
5YJSA1H27E;King;Bellevue;WA;98004;2014;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;48;206743421;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023805;0;69900
7SAYGDEE2P;King;Burien;WA;98168;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;33;249776369;POINT (-122.286465 47.476);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033027400;16957;52943
JN1AZ0CP0B;Thurston;Tumwater;WA;98512;2011;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;31950;22;146998722;POINT (-122.9131017 47.0135926);PUGET SOUND ENERGY INC;53067010910;5547;26403
7SAYGAEEXP;King;Kirkland;WA;98034;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;45;254661424;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021904;17253;42647
5YJ3E1EB9N;King;Duvall;WA;98019;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;187302398;POINT (-121.9810747 47.7377962);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032401;10458;59442
WBY2Z2C55F;King;Bellevue;WA;98006;2015;BMW;I8;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;69900;41;113653032;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024901;11426;58474
3FA6P0SU3L;King;Kent;WA;98042;2020;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;69900;47;107425055;POINT (-122.111625 47.36078);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031707;22012;47888
WAUUPBFF6H;King;Seattle;WA;98109;2017;AUDI;A3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;16;69900;36;137125614;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006702;15690;54210
5YJ3E1EB1P;Kitsap;Bremerton;WA;98311;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;23;251041150;POINT (-122.6466274 47.6341188);PUGET SOUND ENERGY INC;53035091600;23778;46122
5YJYGDEE1M;King;Kent;WA;98031;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;11;172507471;POINT (-122.2012521 47.3931814);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029306;16633;53267
5YJYGDEE1L;King;Kirkland;WA;98033;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;59900;48;112874471;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022501;22485;37415
WA1BCBFZ8P;King;Bellevue;WA;98005;2023;AUDI;Q4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;48;237930542;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023702;20494;49406
JA4T5UA91P;King;Tukwila;WA;98188;2023;MITSUBISHI;OUTLANDER;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;69900;11;253897997;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;13060;56840
5YJXCBE21J;King;Kirkland;WA;98034;2018;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;52900;45;229582860;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021904;18340;34560
7SAYGAEE7P;King;Redmond;WA;98052;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;45;241390320;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032321;20623;39277
7SAYGDEE1P;King;Bellevue;WA;98005;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;41;256285424;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023604;9862;60038
7SAXCBE56P;King;Newcastle;WA;98059;2023;TESLA;MODEL X;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;41;255226891;POINT (-122.15734 47.487175);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025005;11947;20003
1N4AZ1CP4K;Jefferson;Port Townsend;WA;98368;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;36800;24;7892517;POINT (-122.7644197 48.1195874);BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY;53031950604;8620;28180
KNDC3DLC7N;Kitsap;Bainbridge Island;WA;98110;2022;KIA;EV6;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;23;213408576;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090700;6157;63743
7SAYGDEE0P;Snohomish;Bothell;WA;98012;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;21;238281081;POINT (-122.1873 47.820245);PUGET SOUND ENERGY INC;53061051922;13849;22951
1G1FY6S05M;Thurston;Olympia;WA;98501;2021;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;22;200514471;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067010100;18075;51825
WA1VABGE4K;King;Bellevue;WA;98004;2019;AUDI;E-TRON;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;204;44100;41;107520297;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023901;4162;39938
WP0AA2Y17N;King;Bellevue;WA;98007;2022;PORSCHE;TAYCAN;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;41;195162376;POINT (-122.147385 47.599975);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023604;6175;63725
5UXKT0C51J;King;Kent;WA;98042;2018;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;13;52900;47;291897987;POINT (-122.111625 47.36078);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031708;9124;43776
5YJ3E1EB6N;King;Seattle;WA;98125;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;46;196806389;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001100;8250;35850
7SAXCDE53P;King;Seattle;WA;98125;2023;TESLA;MODEL X;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;46;254911408;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001000;11173;32927
1G1RA6E41C;Kitsap;Bremerton;WA;98312;2012;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;69900;26;108314405;POINT (-122.65223 47.57192);PUGET SOUND ENERGY INC;53035080600;19925;49975
5YJ3E1EA4J;King;Bellevue;WA;98005;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;36800;41;474042789;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023604;13244;23556
5YJ3E1EA8P;King;Bellevue;WA;98004;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;41;240384112;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023902;5746;54154
1G1FY6S03L;Clark;Vancouver;WA;98684;2020;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;259;69900;17;209849391;POINT (-122.51692 45.6228);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041335;27636;42264
WBY1Z4C58F;Jefferson;Quilcene;WA;98376;2015;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;72;59900;24;218266863;POINT (-122.8757079 47.82477);BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY;53031950202;17323;42577
5YJYGDEE0M;King;Auburn;WA;98002;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;47;156721393;POINT (-122.222855 47.305065);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033030503;9820;60080
5YJ3E1EA2M;King;Seatac;WA;98148;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;52900;33;182817652;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028500;20456;32444
1C4JJXR67P;King;Tukwila;WA;98188;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;11;238798920;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;22824;47076
KM8KNDAF4P;King;Enumclaw;WA;98022;2023;HYUNDAI;IONIQ 5;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;31;253957245;POINT (-121.98953 47.20347);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031400;5508;26442
5LMYJ8XY9M;Thurston;Yelm;WA;98597;2021;LINCOLN;AVIATOR;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;2;161233173;POINT (-122.61023 46.94126);PUGET SOUND ENERGY INC;53067012532;13056;56844
YV4BR0PL9J;King;Bellevue;WA;98004;2018;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;64950;48;176456948;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024001;0;64950
5YJ3E1EA7N;King;Seatac;WA;98148;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;33;209682238;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028500;9062;60838
7SAYGAEEXN;King;Kirkland;WA;98033;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;48;186865486;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022703;6636;30164
5YJ3E1EB7N;King;Kirkland;WA;98033;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;48;195044132;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022703;27560;42340
7SAYGDEE3P;King;Kirkland;WA;98033;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;255304703;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022401;8446;61454
1C4JJXP69P;King;Tukwila;WA;98188;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;52900;11;238426541;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;18744;34156
5YJ3E1EB8J;King;Kirkland;WA;98033;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;44100;48;272391535;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022702;7028;37072
5YJ3E1EA7L;King;Seattle;WA;98133;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;266;36800;32;252203682;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001300;11828;24972
1C4JJXR63P;King;Bellevue;WA;98008;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;44100;48;244907197;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023300;9066;35034
KNDC3DLC0P;King;Kent;WA;98031;2023;KIA;EV6;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;47;258273739;POINT (-122.2012521 47.3931814);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029405;27379;42521
YV4BC0PL3H;King;Seattle;WA;98112;2017;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;44100;43;121226941;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006400;11862;32238
7SAYGDEEXP;King;Kirkland;WA;98034;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;45;230925768;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021906;5275;26675
JA4T5UA91P;King;Tukwila;WA;98188;2023;MITSUBISHI;OUTLANDER;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;69900;11;249835519;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;19767;50133
7FCTGAAA6N;King;Redmond;WA;98052;2022;RIVIAN;R1T;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;45;216683953;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032323;8315;51585
